code,Quantile
journal of urban planning and development,Q3
journal of forestry research,Q2
journal of the brazilian society of mechanical sciences and engineering,Q3
journal of school nursing,Q2
harvard educational review,Q3
applied cognitive psychology,Q3
irish veterinary journal,Q2
physical review physics education research,Q3
explore-the journal of science and healing,Q3
marine and freshwater research,Q2
nephrology,Q3
thin solid films,Q3
physics of plasmas,Q3
comptes rendus biologies,Q3
alzheimer disease & associated disorders,Q3
computer assisted surgery,Q3
medical engineering & physics,Q3
petroleum geoscience,Q3
pain management nursing,Q2
minerva,Q1
transactions of the indian ceramic society,Q2
language policy,N/A
acta sociologica,Q2
polar science,Q3
autonomic neuroscience-basic & clinical,Q4
cartography and geographic information science,Q3
journal of vestibular research-equilibrium & orientation,Q3
freshwater science,Q2
studies in second language learning and teaching,Q1
british journal of social work,Q2
intellectual and developmental disabilities,Q2
kybernetes,Q3
multisensory research,Q3
ibis,Q1
medicinal chemistry research,Q4
annual review of law and social science,Q1
chinese management studies,Q4
economic botany,Q2
journal of futures markets,Q3
sola,Q4
acta biochimica polonica,Q4
sociology of sport journal,Q2
lymphatic research and biology,Q3
in vitro cellular & developmental biology-plant,Q2
evolving systems,Q3
fibers and polymers,Q2
journal of empirical legal studies,Q1
statistics,Q2
molecular simulation,Q3
international journal of auditing,Q3
financial analysts journal,Q3
cytojournal,Q3
journal of organometallic chemistry,Q2
psychology & sexuality,Q3
genetic epidemiology,Q3
analysis & pde,Q1
european journal of political economy,Q2
current microbiology,Q4
studies in applied mathematics,Q1
cardiology,Q3
journal of hand surgery-american volume,Q3
revista de contabilidad-spanish accounting review,Q3
journal of quantitative spectroscopy & radiative transfer,Q3
journal of orofacial orthopedics-fortschritte der kieferorthopadie,Q3
pakistan journal of medical sciences,Q3
journal of coatings technology and research,Q3
cancer control,Q4
respiratory care,Q4
journal of managed care & specialty pharmacy,Q3
workplace health & safety,Q2
bioscience biotechnology and biochemistry,Q3
marine mammal science,Q1
telecommunication systems,Q3
journal of sensors,Q3
vasa-european journal of vascular medicine,Q4
journal of evaluation in clinical practice,Q3
optics communications,Q3
breastfeeding medicine,Q3
epileptic disorders,Q4
technometrics,Q2
culture medicine and psychiatry,Q1
journal of vibration engineering & technologies,Q3
journal of physics a-mathematical and theoretical,Q1
acta crystallographica a-foundation and advances,Q3
canadian journal of forest research,Q2
food technology and biotechnology,Q3
evaluation & the health professions,Q3
journal of reconstructive microsurgery,Q3
medicinal chemistry,Q4
journal of hydrology and hydromechanics,Q3
european journal of cancer care,Q2
international journal of applied ceramic technology,Q2
plant soil and environment,Q2
review of policy research,Q2
journalism practice,Q3
european journal of paediatric dentistry,Q3
past & present,N/A
accounting and business research,Q3
journal of vascular access,Q4
comptes rendus palevol,Q1
journal of sulfur chemistry,Q3
journal of petroleum geology,Q3
heat and mass transfer,Q3
anales de psicologia,Q3
lymphology,Q4
mind & language,Q1
biocatalysis and biotransformation,Q4
journal of dual diagnosis,Q3
scandinavian journal of surgery,Q3
journal of neuroimaging,Q3
statistics and computing,Q2
journal of electrochemical energy conversion and storage,Q4
journal of the medical library association,Q3
journal of maternal-fetal & neonatal medicine,Q3
child indicators research,Q2
physiological and biochemical zoology,Q1
recent patents on nanotechnology,Q3
plant pathology journal,Q2
geografisk tidsskrift-danish journal of geography,Q3
pure and applied chemistry,Q3
maternal and child health journal,Q3
amphibia-reptilia,Q1
international journal of hematology,Q4
journal of comparative psychology,Q2
biological research for nursing,Q2
journal of performance of constructed facilities,Q3
spatial economic analysis,Q2
international journal of cardiovascular imaging,Q3
organogenesis,Q3
california agriculture,Q2
patient preference and adherence,Q3
social work in public health,Q2
systematics and biodiversity,Q2
journal of dental education,Q3
topics in early childhood special education,Q2
quarterly journal of speech,Q3
journal of anthropological archaeology,N/A
scandinavian journal of psychology,Q3
circuits systems and signal processing,Q3
moravian geographical reports,Q3
journal of media psychology-theories methods and applications,Q3
information technology & management,Q3
cooperation and conflict,Q2
annales de l institut henri poincare-analyse non lineaire,Q1
economic systems,Q2
islets,Q4
journal of information systems,Q3
chemistryselect,Q3
pattern analysis and applications,Q3
childrens geographies,Q3
crime & delinquency,Q2
endocrine research,Q4
journal of healthcare management,Q3
journal of occupational and environmental medicine,Q3
international journal of ventilation,Q3
international journal of clinical pharmacy,Q4
cardiovascular engineering and technology,Q3
amfiteatru economic,Q2
south african journal of geology,Q2
journal of emergency nursing,Q2
cluster computing-the journal of networks software tools and applications,Q2
journal of voice,Q2
journal of health services research & policy,Q3
genes to cells,Q3
journal of computing and information science in engineering,Q3
american journal of rhinology & allergy,Q3
traitement du signal,Q3
international journal of health planning and management,Q3
acta microbiologica et immunologica hungarica,Q4
limnologica,Q2
journal of fluency disorders,Q1
ajidd-american journal on intellectual and developmental disabilities,Q2
journal of community psychology,Q2
journal of vinyl & additive technology,Q2
physical & occupational therapy in pediatrics,Q2
food biotechnology,Q3
journal of experimental & theoretical artificial intelligence,Q3
facial plastic surgery & aesthetic medicine,Q3
bulletin of the american mathematical society,Q1
european financial management,Q3
rofo-fortschritte auf dem gebiet der rontgenstrahlen und der bildgebenden verfahren,Q3
psychogeriatrics,Q4
intervirology,Q4
current neurovascular research,Q4
european journal of international management,Q4
journal of venomous animals and toxins including tropical diseases,Q3
animal welfare,Q2
chinese physics letters,Q3
journal of real-time image processing,Q3
acta geophysica,Q3
meteorology and atmospheric physics,Q4
computational and theoretical chemistry,Q4
european neurology,Q4
journal of mammalogy,Q2
international journal of psychology,Q3
social work in health care,Q2
family practice,Q3
population health management,Q3
cell structure and function,Q4
journal of glaucoma,Q3
psychometrika,Q2
punishment & society-international journal of penology,Q2
annals of probability,Q2
journal of immunological methods,Q4
journal of sea research,Q2
journal of the american society of brewing chemists,Q3
engineering studies,Q1
behavioral sciences,Q3
quality engineering,Q2
journal of applied behavioral science,Q3
journal of pharmacological and toxicological methods,Q4
journal of terramechanics,Q4
social policy & administration,Q2
journal of clinical and experimental neuropsychology,Q3
animal health research reviews,Q2
journal of micromechanics and microengineering,Q3
management of biological invasions,Q2
journal de mathematiques pures et appliquees,Q1
journal of micropalaeontology,Q2
health and human rights,Q3
journal of transportation engineering part b-pavements,Q3
emergency medicine australasia,Q3
orthopaedic surgery,Q3
bulletin of the geological society of denmark,Q3
journal for research in mathematics education,Q3
journal of plant nutrition,Q2
behavioural pharmacology,Q4
gynecological endocrinology,Q3
biological journal of the linnean society,Q4
current organic synthesis,Q2
journal of neuropsychology,Q3
revista de la real academia de ciencias exactas fisicas y naturales serie a-matematicas,Q1
wiener klinische wochenschrift,Q3
requirements engineering,Q2
annals of dyslexia,Q2
australian psychologist,Q3
acta anaesthesiologica scandinavica,Q4
frontiers of earth science,Q3
cambridge journal of economics,Q2
acta polymerica sinica,Q3
journal of professional nursing,Q2
brain & development,Q3
journal of the iranian chemical society,Q3
asia-pacific journal of public health,Q3
current opinion in organ transplantation,Q3
minerva cardiology and angiology,Q3
breast journal,Q3
journal of the acm,Q2
breast care,Q4
convergence-the international journal of research into new media technologies,Q3
journal of housing economics,Q2
journal of forestry,Q2
gender and language,N/A
analytical letters,Q3
geo-marine letters,Q3
journal of agricultural biological and environmental statistics,Q2
pediatric and developmental pathology,Q3
transition metal chemistry,Q3
international urology and nephrology,Q3
geochemistry-exploration environment analysis,Q3
current opinion in supportive and palliative care,Q3
journal of paleolimnology,Q3
journal of water and health,Q4
biological & pharmaceutical bulletin,Q4
hematology,Q4
training and education in professional psychology,Q3
cardiovascular ultrasound,Q3
international journal of metalcasting,Q2
contemporary clinical trials,Q4
international journal of multilingualism,N/A
politics & society,Q2
salud publica de mexico,Q3
journal of pension economics & finance,Q2
international journal of computational intelligence systems,Q3
australian dental journal,Q3
journal of public health dentistry,Q3
annals of nuclear medicine,Q3
cellular reprogramming,Q4
international journal for quality in health care,Q3
journal of physiological sciences,Q4
computer,Q3
architectural engineering and design management,Q3
biopreservation and biobanking,Q3
instructional science,Q3
third world quarterly,Q3
journal of marine engineering and technology,Q2
brazilian journal of geology,Q3
city & community,Q2
rand journal of economics,Q2
ieee photonics journal,Q3
european journal of wildlife research,Q2
journal of korean neurosurgical society,Q3
crop & pasture science,Q2
journal of advanced transportation,Q3
journal of avian biology,Q1
tellus series a-dynamic meteorology and oceanography,Q3
vitamins and hormones,Q4
journal of heuristics,Q2
seminars in ophthalmology,Q3
head & face medicine,Q3
canadian journal of physiology and pharmacology,Q4
journal of economics & management strategy,Q2
medicina del lavoro,Q3
food and nutrition bulletin,Q3
journal of applied clinical medical physics,Q3
journal of patient safety,Q3
archives of agronomy and soil science,Q2
canadian journal of remote sensing,Q4
journal of aerospace engineering,Q2
archives of psychiatric nursing,Q2
cirugia espanola,Q3
wildlife biology,Q2
innovation in language learning and teaching,Q1
family medicine,Q3
water alternatives-an interdisciplinary journal on water politics and development,Q3
biopolymers,Q3
skin research and technology,Q3
weather,Q4
journal of employment counseling,Q3
research in nursing & health,Q2
social policy and society,Q2
journal of organizational computing and electronic commerce,Q3
journal of obsessive-compulsive and related disorders,Q4
health care analysis,Q2
experimental agriculture,Q2
journal of statistical mechanics-theory and experiment,Q2
preslia,Q2
ecological entomology,Q2
acta odontologica scandinavica,Q3
international political science review,Q2
asia-pacific journal of teacher education,Q3
china quarterly,Q1
turkish studies,Q1
american journal of potato research,Q2
supramolecular chemistry,Q3
global spine journal,Q3
journal of comparative physiology b-biochemical systems and environmental physiology,Q2
journal of early adolescence,Q2
zebrafish,Q2
powder metallurgy,Q2
diabetologie und stoffwechsel,Q4
opto-electronics review,Q3
international journal of periodontics & restorative dentistry,Q4
journal of early childhood literacy,Q3
european journal on criminal policy and research,Q2
anatomical record-advances in integrative anatomy and evolutionary biology,Q2
current organic chemistry,Q2
culture and education,Q3
journal of fluorine chemistry,Q2
international journal of nursing practice,Q2
european journal of plant pathology,Q2
advances in meteorology,Q4
perspectives in psychiatric care,Q2
neurologia i neurochirurgia polska,Q4
ieee design & test,Q3
journal of developmental and life-course criminology,Q2
zeitschrift fur angewandte mathematik und physik,Q1
nuklearmedizin-nuclear medicine,Q3
health education research,Q3
flora,Q2
canadian journal of development studies-revue canadienne d etudes du developpement,Q3
animal reproduction science,Q2
biochemical genetics,Q4
asia-pacific journal of oncology nursing,Q2
indian journal of public health,Q3
pm&r,Q2
aquatic ecology,Q2
journal of research on educational effectiveness,Q3
indian journal of dermatology venereology & leprology,Q3
nonlinear analysis-modelling and control,Q1
helgoland marine research,Q2
welding journal,Q2
journal of macromolecular science part a-pure and applied chemistry,Q3
journal of the institute of brewing,Q4
journal of bioethical inquiry,Q2
chemical engineering & technology,Q3
journal of reproduction and development,Q2
journal of elastomers and plastics,Q3
mathematics of operations research,Q1
journal of the experimental analysis of behavior,Q3
language speech and hearing services in schools,Q1
brazilian journal of microbiology,Q4
language culture and curriculum,N/A
nursing & health sciences,Q2
results in mathematics,Q1
audiology and neuro-otology,Q3
chromatographia,Q3
economics of innovation and new technology,Q2
archaeological and anthropological sciences,N/A
journal of medical and biological engineering,Q4
dreaming,Q3
perceptual and motor skills,Q3
current opinion in obstetrics & gynecology,Q4
gaia-ecological perspectives for science and society,Q4
human immunology,Q4
facies,Q2
japanese journal of ophthalmology,Q3
software and systems modeling,Q3
ecological management & restoration,Q3
annali dell istituto superiore di sanita,Q3
world neurosurgery,Q3
culture and organization,Q4
new zealand journal of agricultural research,Q2
flexible services and manufacturing journal,Q3
scandinavian journal of clinical & laboratory investigation,Q4
fetal diagnosis and therapy,Q4
cells tissues organs,Q2
politics groups and identities,Q2
american journal of critical care,Q2
clays and clay minerals,Q2
atencion primaria,Q3
parasite immunology,Q3
journal of hand surgery-european volume,Q3
advances in cement research,Q3
marine and coastal fisheries,Q2
performance evaluation,Q2
acta naturae,Q4
bulletin of the atomic scientists,Q2
child & youth care forum,Q3
veterinary clinics of north america-equine practice,Q2
international peacekeeping,Q2
journal of sport rehabilitation,Q3
helvetica chimica acta,Q3
philosophy & public affairs,Q2
philosophy ethics and humanities in medicine,N/A
transactions of the american fisheries society,Q3
food webs,Q3
polar biology,Q3
journal of network and systems management,Q3
virus genes,Q4
journal of applied mathematics and computing,Q1
urban policy and research,Q3
seminars in plastic surgery,Q3
therapeutic apheresis and dialysis,Q3
polycyclic aromatic compounds,Q3
sexual & reproductive healthcare,Q3
applied mathematics and optimization,Q1
mathematical biosciences and engineering,Q3
critical care nurse,Q2
international journal of peptide research and therapeutics,Q4
journal of continuing education in the health professions,Q3
quantitative economics,Q2
annales geophysicae,Q3
cambridge journal of mathematics,Q1
oil & gas science and technology-revue d ifp energies nouvelles,Q2
journal of cosmetic dermatology,Q3
journal of optimization theory and applications,Q1
journal of environmental pathology toxicology and oncology,Q4
grey systems-theory and application,Q2
acta mechanica solida sinica,Q3
journal of laryngology and otology,Q3
european journal of environmental and civil engineering,Q3
clinics in sports medicine,Q3
visceral medicine,Q3
human fertility,Q4
primary care,Q3
papers in regional science,Q2
geodiversitas,Q2
surface topography-metrology and properties,Q3
euphytica,Q2
music perception,N/A
international journal of civil engineering,Q3
journal of criminal law & criminology,Q1
aquaculture research,Q3
traffic injury prevention,Q3
journal of applied entomology,Q2
chirality,Q3
high altitude medicine & biology,Q3
journal of quality technology,Q2
annals of human genetics,Q4
games and culture,N/A
international journal of qualitative studies on health and well-being,Q2
cross-cultural research,Q2
wildlife research,Q2
journal of wine economics,Q2
topics in stroke rehabilitation,Q3
international journal of imaging systems and technology,Q3
comparative politics,Q2
physiotherapy theory and practice,Q3
viral immunology,Q4
quintessence international,Q4
journal of curriculum studies,Q3
international review of finance,Q3
management communication quarterly,Q3
journal of nonlinear and variational analysis,Q1
journal of the royal statistical society series a-statistics in society,Q2
wave motion,Q2
information visualization,Q3
bmc cardiovascular disorders,Q4
zeitschrift fur wirtschaftsgeographie,Q2
research papers in education,Q3
journal of molecular modeling,Q3
clinics in laboratory medicine,Q3
environmental engineering science,Q4
journal of veterinary behavior-clinical applications and research,Q2
progress in rubber plastics and recycling technology,Q3
applied physics b-lasers and optics,Q3
scientia marina,Q2
physica status solidi a-applications and materials science,Q3
international journal of developmental disabilities,Q2
synlett,Q3
assistive technology,Q2
chemoecology,Q3
revista do instituto de medicina tropical de sao paulo,Q3
cancer genetics,Q4
insurance mathematics & economics,Q2
brain injury,Q2
laterality,Q3
regional studies in marine science,Q2
genes & genomics,Q4
european journal of cancer prevention,Q4
hereditary cancer in clinical practice,Q4
journal of mathematical biology,Q3
siam journal on control and optimization,Q1
journal of family and economic issues,Q2
social psychology quarterly,Q4
journal of applied poultry research,Q2
samj south african medical journal,Q3
journal of applied research in intellectual disabilities,Q2
cogent food & agriculture,Q2
impact assessment and project appraisal,Q4
european journal of oral sciences,Q4
gland surgery,Q3
oxford review of education,Q3
mini-reviews in organic chemistry,Q3
journal of strategic studies,Q2
oceanography,Q3
theoretical medicine and bioethics,Q2
antonie van leeuwenhoek international journal of general and molecular microbiology,Q4
accounting horizons,Q3
international journal of applied mathematics and computer science,Q1
attention perception & psychophysics,Q3
journal of medical biochemistry,Q4
international journal of comparative sociology,Q2
international journal of nonlinear sciences and numerical simulation,Q2
limnology,Q3
journal of gynecology obstetrics and human reproduction,Q4
journal of berry research,Q3
journal of physical organic chemistry,Q3
experimental astronomy,Q3
behavioral neuroscience,Q4
machining science and technology,Q3
theoretical chemistry accounts,Q4
culture health & sexuality,Q2
international journal of sexual health,Q2
policy studies,Q3
computing in science & engineering,Q3
journal of educational administration,Q3
clinical pharmacology in drug development,Q4
infant mental health journal,Q3
journal of chemical sciences,Q3
tumori journal,Q4
ethics & behavior,Q2
siam journal on applied mathematics,Q2
british journal of developmental psychology,Q3
veterinary clinics of north america-small animal practice,Q2
international journal of developmental biology,Q4
journal of biosocial science,Q3
fisheries science,Q3
landscape and ecological engineering,Q3
advances in nursing science,Q2
acta histochemica,Q4
chemical papers,Q3
transactions of the institute of measurement and control,Q3
wireless communications & mobile computing,Q3
cin-computers informatics nursing,Q2
hamostaseologie,Q4
journal of clinical pharmacy and therapeutics,Q4
international journal of general medicine,Q3
asian journal of social psychology,Q4
marine genomics,Q4
corpus linguistics and linguistic theory,N/A
language assessment quarterly,N/A
computational intelligence,Q3
journal of gastrointestinal and liver diseases,Q4
revista da sociedade brasileira de medicina tropical,Q3
animal biotechnology,Q2
bioremediation journal,Q4
environmental archaeology,N/A
australian journal of public administration,Q3
physiological research,Q4
continuum-journal of media & cultural studies,N/A
contemporary nurse,Q2
horticulture environment and biotechnology,Q2
quarterly journal of experimental psychology,Q3
canadian journal on aging-revue canadienne du vieillissement,Q3
numerical linear algebra with applications,Q1
journal of bioactive and compatible polymers,Q3
urban research & practice,Q4
school psychology review,Q3
journal of oral and maxillofacial surgery,Q4
journal of the brazilian chemical society,Q3
annals of diagnostic pathology,Q3
cryogenics,Q3
wetlands ecology and management,Q3
propellants explosives pyrotechnics,Q3
south african journal of science,Q3
clinical psychologist,Q3
combustion science and technology,Q3
british educational research journal,Q3
materiales de construccion,Q3
studies in continuing education,Q3
medical principles and practice,Q3
public health genomics,Q3
experimental parasitology,Q3
journal of hospice & palliative nursing,Q2
mineralogical magazine,Q2
canadian respiratory journal,Q4
human psychopharmacology-clinical and experimental,Q3
histology and histopathology,Q3
journal of scheduling,Q3
pediatric anesthesia,Q3
international journal of biomathematics,Q3
pedobiologia,Q3
geological journal,Q3
skeletal radiology,Q3
macromolecular research,Q3
steel research international,Q2
transfusion clinique et biologique,Q4
agricultural and forest entomology,Q2
post-communist economies,Q2
journal of comparative policy analysis,Q3
magnesium research,Q4
aquatic biology,Q2
growth hormone & igf research,Q4
spatial statistics,Q2
open medicine,Q3
body & society,Q3
clinical physiology and functional imaging,Q4
evaluation review,Q2
complexity,Q2
pathology international,Q3
social theory & health,Q4
personalized medicine,Q4
auris nasus larynx,Q3
journal of atmospheric and solar-terrestrial physics,Q3
journal of the american pharmacists association,Q4
mathematics of computation,Q2
concurrent engineering-research and applications,Q3
journal of psychopathology and behavioral assessment,Q3
health economics review,Q2
ieee computer architecture letters,Q3
acta scientiarum-agronomy,Q2
weed research,Q2
journal of educational and behavioral statistics,Q2
journal of hydraulic research,Q3
journal of clinical neuroscience,Q4
development genes and evolution,Q4
ksce journal of civil engineering,Q3
early education and development,Q3
journal of renewable materials,Q3
geobios,Q2
eurasip journal on audio speech and music processing,Q2
developmental neuropsychology,Q3
anais brasileiros de dermatologia,Q3
iet power electronics,Q3
computer applications in engineering education,Q3
journal of business and technical communication,Q3
critical criminology,Q2
journal of aging and physical activity,Q3
current opinion in cardiology,Q4
acta palaeontologica polonica,Q2
peacebuilding,Q2
optometry and vision science,Q3
parasitology international,Q3
antarctic science,Q3
journal of the optical society of america a-optics image science and vision,Q3
international angiology,Q4
malaysian journal of pathology,Q3
european constitutional law review,Q1
aging neuropsychology and cognition,Q3
international journal of control,Q3
marine micropaleontology,Q2
inquiry-the journal of health care organization provision and financing,Q3
european journal of cultural studies,N/A
nordic journal of psychiatry,Q4
advances in materials science and engineering,Q3
research quarterly for exercise and sport,Q3
journal of language and social psychology,Q2
nondestructive testing and evaluation,Q3
journal of coastal conservation,Q2
calcolo,Q1
journal of organizational change management,Q4
new astronomy,Q3
european biophysics journal with biophysics letters,Q3
finance and stochastics,Q2
botanica marina,Q3
ima journal of management mathematics,Q2
corrosion,Q2
science and technology for the built environment,Q3
journal of human development and capabilities,Q3
allergologia et immunopathologia,Q4
monthly labor review,Q3
demonstratio mathematica,Q1
revista mexicana de ingenieria quimica,Q3
vanderbilt law review,Q1
american journal of hospice & palliative medicine,Q4
bmc urology,Q3
reproductive biology,Q4
siam-asa journal on uncertainty quantification,Q2
irish journal of medical science,Q3
journal of experimental psychology-animal learning and cognition,Q2
clinical and experimental hypertension,Q4
fisheries management and ecology,Q3
science and public policy,Q3
international journal of applied glass science,Q2
genetics and molecular biology,Q4
eastern mediterranean health journal,Q3
clinical child psychology and psychiatry,Q3
journal of immigrant & refugee studies,Q3
bmc ophthalmology,Q3
child abuse review,Q2
journal of periodontal and implant science,Q4
romanian reports in physics,Q3
planetary and space science,Q3
journal of policy and practice in intellectual disabilities,Q2
integrative zoology,Q2
radiochimica acta,Q2
economics of education review,Q2
molecular genetics and metabolism reports,Q4
gesunde pflanzen,Q2
economic systems research,Q3
journal of computer assisted tomography,Q3
rubber chemistry and technology,Q3
electoral studies,Q2
microsurgery,Q3
calculus of variations and partial differential equations,Q1
information development,Q3
arhiv za higijenu rada i toksikologiju-archives of industrial hygiene and toxicology,Q4
anthropological theory,Q2
journal of optics,Q3
scandinavian journal of occupational therapy,Q2
american ceramic society bulletin,Q2
neuropathology,Q3
physical geography,Q3
arthropod structure & development,Q2
cancer journal,Q4
annual reports on nmr spectroscopy,Q3
evolutionary ecology,Q3
pacific review,Q1
publius-the journal of federalism,Q2
canadian journal of plant pathology,Q3
asian journal of communication,Q3
wetlands,Q3
international relations,Q2
entertainment computing,Q3
microscopy,Q3
palaeontographica abteilung a-palaozoologie-stratigraphie,Q2
international social work,Q2
international development planning review,Q3
australian journal of general practice,Q3
siam journal on mathematical analysis,Q2
dyna,Q3
surface science,Q3
mathematical sciences,Q1
medical molecular morphology,Q3
pediatric hematology and oncology,Q3
international journal of cognitive therapy,Q3
swiss journal of palaeontology,Q2
copd-journal of chronic obstructive pulmonary disease,Q4
journal of insect science,Q2
journal of wound care,Q3
dyslexia,Q2
global health promotion,Q3
journal of addictive diseases,Q4
journal of infection and chemotherapy,Q4
experimental brain research,Q4
lifestyle genomics,Q4
atmosfera,Q4
materials science and technology,Q2
fullerenes nanotubes and carbon nanostructures,Q3
abacus-a journal of accounting finance and business studies,Q3
australian journal of rural health,Q2
journal of health organization and management,Q4
journal of economic policy reform,Q3
local government studies,Q2
annales societatis geologorum poloniae,Q2
cultural trends,N/A
journal of waterway port coastal and ocean engineering,Q3
journal of veterinary research,Q2
nations and nationalism,Q1
journal of the optical society of america b-optical physics,Q3
advanced robotics,Q4
transfusion medicine,Q4
area,Q3
school psychology international,Q3
tribology transactions,Q3
ecological research,Q3
journal of the american psychiatric nurses association,Q3
international journal of clinical and experimental hypnosis,Q4
psychology of learning and motivation,Q4
egyptian journal of biological pest control,Q2
educational philosophy and theory,Q3
communication culture & critique,Q3
cuaj-canadian urological association journal,Q4
medicine science and the law,Q1
journal of college student development,Q3
international journal of science and mathematics education,Q3
iet nanobiotechnology,Q4
applied neuropsychology-adult,Q4
coloration technology,Q2
dynamics of atmospheres and oceans,Q3
bulletin of entomological research,Q2
semiconductor science and technology,Q3
acta veterinaria scandinavica,Q2
journal of electronic materials,Q3
review of european comparative & international environmental law,Q2
acm journal on computing and cultural heritage,N/A
clinical eeg and neuroscience,Q4
journal of pediatric and adolescent gynecology,Q3
journal of vascular research,Q4
journal of ethnobiology,Q2
victims & offenders,Q2
social anthropology,Q2
bioacoustics-the international journal of animal sound and its recording,Q2
gems & gemology,Q2
avian research,Q1
journal of geography,Q3
applied spatial analysis and policy,Q3
journal of dispersion science and technology,Q4
jognn-journal of obstetric gynecologic and neonatal nursing,Q3
drug metabolism and pharmacokinetics,Q4
international journal of precision engineering and manufacturing,Q3
journal of spinal cord medicine,Q4
cytotechnology,Q4
journal of differential geometry,Q1
journal of comparative effectiveness research,Q4
international journal of aeroacoustics,Q2
expert review of pharmacoeconomics & outcomes research,Q4
journal of engineering thermophysics,Q3
annals of applied probability,Q2
international journal of vehicle design,Q3
comparative education review,Q3
neurologia medico-chirurgica,Q3
ieee transactions on electromagnetic compatibility,Q3
journal of contemporary criminal justice,Q2
journal of materials engineering and performance,Q4
geophysical prospecting,Q3
computational statistics & data analysis,Q2
arquivos de neuro-psiquiatria,Q4
british journal of politics & international relations,Q2
journal of heterocyclic chemistry,Q3
journal of documentation,Q3
clinical biomechanics,Q3
systems engineering,Q3
journal of housing and the built environment,Q4
health promotion journal of australia,Q4
tetrahedron letters,Q3
sage open,Q2
medical law review,Q2
creativity research journal,Q3
archives of endocrinology metabolism,Q4
transplant immunology,Q3
journal of nutritional science and vitaminology,Q4
rheumatic disease clinics of north america,Q4
evolutionary bioinformatics,Q3
foot and ankle clinics,Q3
multidimensional systems and signal processing,Q2
current issues in language planning,N/A
land economics,Q3
bmc surgery,Q3
revista argentina de microbiologia,Q4
international journal of sports science & coaching,Q3
international ophthalmology,Q3
journal of institutional economics,Q3
turkish journal of hematology,Q4
journal of aoac international,Q3
zoology,Q2
journal of dairy research,Q2
innovations in education and teaching international,Q3
cmes-computer modeling in engineering & sciences,Q2
defence and peace economics,Q3
mammal research,Q2
protein expression and purification,Q4
current topics in membranes,Q3
physical mesomechanics,Q3
earthquakes and structures,Q3
materials research express,Q4
anz journal of surgery,Q3
journal of experimental nanoscience,Q3
information retrieval journal,Q3
tobacco regulatory science,Q4
minerva biotecnologica,Q4
antiquity,N/A
international clinical psychopharmacology,Q4
bmc medical genetics,Q4
international migration,Q3
journal of inequalities and applications,Q1
political quarterly,Q2
journal of the european optical society-rapid publications,Q3
proceedings of the institution of mechanical engineers part o-journal of risk and reliability,Q3
common market law review,Q2
polish journal of microbiology,Q4
transportation research record,Q3
british journal of oral & maxillofacial surgery,Q3
legal medicine,Q3
journal of the society for information display,Q3
radiation and environmental biophysics,Q3
family & community health,Q3
wireless personal communications,Q3
journal of clinical research in pediatric endocrinology,Q3
environmental modeling & assessment,Q4
knowledge engineering review,Q3
journal of immigrant and minority health,Q4
breeding science,Q2
journal of general psychology,Q3
new left review,Q2
washington quarterly,Q2
mind brain and education,Q3
acm journal on emerging technologies in computing systems,Q3
journal of thermal science,Q3
healthcare-the journal of delivery science and innovation,Q4
microsystem technologies-micro-and nanosystems-information storage and processing systems,Q3
ophthalmic plastic and reconstructive surgery,Q3
east asian journal on applied mathematics,Q2
mineralogy and petrology,Q3
journal of gender studies,Q2
acta chromatographica,Q4
asia pacific business review,Q4
near surface geophysics,Q3
drugs-education prevention and policy,Q4
geofluids,Q2
ethnicity & disease,Q4
journal of aquatic food product technology,Q4
iranian journal of fuzzy systems,Q1
american journal of health behavior,Q4
journal of propulsion and power,Q2
computational optimization and applications,Q2
demographic research,Q3
journal of vision,Q3
calphad-computer coupling of phase diagrams and thermochemistry,Q2
pediatric surgery international,Q3
world economy,Q2
journal of mental health research in intellectual disabilities,Q2
alternatives,Q2
ultrasonic imaging,Q3
earth interactions,Q3
journal of oceanography,Q3
clinical mass spectrometry,Q3
journal of global history,N/A
records of natural products,Q3
heterocyclic communications,Q3
journal of solution chemistry,Q4
russian mathematical surveys,Q1
pharmacogenetics and genomics,Q4
journal of elder abuse & neglect,Q3
canadian water resources journal,Q3
journal of the korean astronomical society,Q3
international & comparative law quarterly,Q2
journal of engineered fibers and fabrics,Q2
singapore journal of tropical geography,Q3
international journal of osteopathic medicine,Q3
emergency medicine clinics of north america,Q3
journal of economic behavior & organization,Q3
sahara j-journal of social aspects of hiv-aids,Q4
journal of fixed point theory and applications,Q1
web ecology,Q3
journal of fluids engineering-transactions of the asme,Q3
pediatric dermatology,Q3
xenobiotica,Q4
journal of global optimization,Q2
sexual health,Q4
enfermedades infecciosas y microbiologia clinica,Q4
science & justice,Q3
journal of electron spectroscopy and related phenomena,Q3
scandinavian cardiovascular journal,Q4
microelectronics journal,Q3
nutrition research and practice,Q4
journal of agromedicine,Q4
proceedings of the institution of mechanical engineers part k-journal of multi-body dynamics,Q3
applied immunohistochemistry & molecular morphology,Q3
journal of youth studies,Q3
cardiology research and practice,Q4
plant ecology,Q2
journal of advanced prosthodontics,Q4
affilia-feminist inquiry in social work,Q2
international journal of rf and microwave computer-aided engineering,Q3
journal of applied animal research,Q2
neurorehabilitation,Q3
quantitative finance,Q2
journal of research in medical sciences,Q3
journal of the japanese and international economies,Q3
journal of research in music education,N/A
mammalian biology,Q2
welding in the world,Q2
acta psychologica,Q4
